tconst,primaryTitle,startYear,runtimeMinutes,number_of_languages,budget,is_in_collection,release_month,popular_actors_count,rated_unknown,rated_R,rated_MA,rated_Unrated,rated_PG,rated_TV-14,rated_PG-13,rated_G,genre_Mystery,genre_Adventure,genre_Drama,genre_Action,genre_Comedy,genre_Documentary,genre_Thriller,genre_Romance,genre_Horror,genre_Crime,genre_unknown,AverageRating,rating_bins
tt7476812,One Summer Afternoon,2019,78,2,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.1,D
tt7476822,Temenggor,2020,85,5,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3,E
tt7476856,Pity Party,2018,60,4,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.1,D
tt7476864,Son of Fukushima,2021,75,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.0,A
tt7476866,Tito,2019,70,10,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.0,E
tt7476874,Adrishya,2017,106,2,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.2,E
tt7476888,Dominación Femenina,2017,103,5,0,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.1,B
tt7476946,River's Edge,2018,118,15,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.2,C
tt7477068,The Tobacconist,2018,117,22,0,0,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.4,C
tt7477108,Eeda,2018,152,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7.1,B
tt7477126,Darwins Law,2018,87,3,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.5,C
tt7477310,How About Adolf?,2018,91,11,0,1,10,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.1,B
tt7477590,Sweden Dying to Be Multicultural,2017,63,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,C
tt7477788,One Man Dies a Million Times,2019,92,6,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.1,C
tt7477812,A Paradise Too Far,2017,90,7,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,D
tt7477820,Sweeney Killing Sweeney,2018,100,3,100,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.1,C
tt7478112,People's Republic of Desire,2018,95,8,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.8,C
tt7478160,B. Tech,2018,146,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,6.2,C
tt7478284,The Seeds of Violence,2017,82,8,0,0,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.5,D
tt7478442,"The Beatles, Hippies and Hells Angels: Inside the Crazy World of Apple",2017,90,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.1,B
tt7478494,The Strayed,2017,89,6,0,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.8,C
tt7478522,Glück ist was für Weicheier,2018,95,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.6,D
tt7478674,Borderline,2021,110,6,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6.0,C
tt7478920,Lovers of the Night,2020,56,3,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.6,A
tt7479144,Kenny,2017,86,3,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,B
tt7479218,You Should Meet My Son 2!,2018,76,4,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.6,C
tt7479288,Contracts,2019,75,7,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.6,E
tt7479314,The Tooth and the Nail,2017,109,4,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6.3,C
tt7479718,Love Education,2017,120,11,0,0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.3,B
tt7479784,"The Bold, the Corrupt, and the Beautiful",2017,112,7,0,0,11,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,7.3,B
tt7479902,Gultoo,2018,128,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.9,B
tt7480724,Wild,2018,92,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.1,D
tt7480958,Eureka Seven: Hi-Evolution 1,2017,93,12,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6.1,C
tt7481192,Sex and Assassins,2017,80,2,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,E
tt7481212,Occult Bolshevism,2018,72,7,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.7,D
tt7481246,Old Beast,2017,108,4,0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.6,C
tt7482212,The Good Girls,2018,93,19,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.9,C
tt7482302,Semma Botha Aagatha,2018,132,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.9,E
tt7482508,Ex-Wife Killer,2017,85,7,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.4,E
tt7483318,Kalakalappu 2,2018,154,8,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.1,D
tt7483340,Junga,2018,156,8,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5.2,D
tt7484164,Hello Dubaikkaran,2017,142,2,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.8,B
tt7484546,Train de vies ou les voyages d'Angélique,2018,76,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.3,C
tt7484884,"Aware, Anywhere",2018,75,2,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.2,B
tt7484952,Idak: The Goat,2017,103,3,0,0,10,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8.7,A
tt7484964,El último invierno,2018,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.4,E
tt7485004,Gasing Tengkorak,2017,80,3,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.7,E
tt7485048,Super 30,2019,154,17,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.9,B
tt7485482,Kariya 2,2017,124,2,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,7.3,B
tt7485508,Carmen & Lola,2018,103,25,0,0,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7.0,B
tt7485602,Kingdom of Sweden,2018,88,6,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.6,E
tt7485774,Helden Boven Alles,2017,90,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,C
tt7485796,Agave: Spirit of a Nation,2018,79,3,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.1,B
tt7485816,Eusébio: História de uma Lenda,2017,93,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,B
tt7486356,Mr. Chandramouli,2018,139,3,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5.0,D
tt7487314,A Dark Place,2018,120,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.1,E
tt7487342,The Road Ahead,2021,90,14,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.8,E
tt7487560,Henfil,2017,75,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.4,B
tt7487736,Take Us Home,2017,77,3,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.4,B
tt7488036,The Trouble with Mistletoe,2017,111,6,0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,6.2,C
tt7488138,Yanka y el espíritu del volcán,2018,85,3,0,0,9,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5.4,D
tt7488208,Over the Moon,2020,95,40,0,0,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6.3,C
tt7488288,Anya,2019,80,9,0,0,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.1,E
tt7488536,A Yeti Stole Christmas,2018,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,B
tt7488602,Ayaz,2017,93,1,0,0,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.7,C
tt7488654,Cielo,2017,78,10,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.8,C
tt7489740,Neuilly Yo Mama II,2018,105,7,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.2,D
tt7489754,Gajin svet,2018,89,2,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,C
tt7489792,Rain,2020,98,8,0,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.1,C
tt7489816,Nothing to Hide,2018,90,21,8500000,0,10,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.8,C
tt7489844,Daivame Kaithozham K. Kumarakanam,2018,150,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.2,E
tt7490208,50 Years Legal,2017,90,3,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.9,C
tt7490256,27: Gone Too Soon,2018,90,9,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.9,E
tt7490280,Shi wan ge leng xiao hua II,2017,0,1,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,C
tt7490282,A March to Remember,2018,92,6,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.4,C
tt7490338,Music for getting married,2018,110,3,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.0,C
tt7490358,Moral Order,2020,101,7,0,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.7,C
tt7490368,The Black Book of Father Dinis,2018,113,9,0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.4,D
tt7490386,Sea,2018,103,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.7,D
tt7491128,(Girl)Friend,2018,82,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5.5,D
tt7491144,Amanda,2018,107,28,0,0,11,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7.0,B
tt7491196,Birds without Feathers,2018,85,4,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.1,B
tt7491398,Alifu: The Prince/ss,2017,97,6,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.3,C
tt7491480,61: Highway to Hell,2017,97,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.3,E
tt7491732,Nesting Dolls,2019,103,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.2,D
tt7491826,Athisayangalude Venal,2017,117,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.5,B
tt7491868,Things That Go Bump in the Night: The Spooky Pinball Story,2017,65,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,C
tt7491954,Regained Memory,2018,51,3,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8,B
tt7491968,51 Nevada,2018,76,4,0,0,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3.4,E
tt7491980,La noche más fría,2017,84,2,0,0,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.5,B
tt7491986,Iki Iyi Cocuk,2018,0,2,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6.5,C
tt7492628,Xangadix Lives!,2017,50,1,17000,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8.1,A
tt7492760,In Line,2017,115,4,0,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.9,D
tt7492818,I Am Maris: Portrait of a Young Yogi,2018,52,4,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.1,B
tt7492880,Gwendolyn,2017,84,3,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,B
tt7493184,New Money,2018,107,3,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.3,D
tt7493274,We Don't Live Here Anymore,2018,110,3,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.9,E
tt7493366,Halloween Pussy Trap Kill! Kill!,2017,86,7,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.3,E
tt7493370,Adults in the Room,2019,124,25,0,0,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.9,D
tt7493472,Fail to Appear,2017,70,5,0,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.8,C
tt7493804,Rainbow Days,2018,109,5,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,6.3,C
tt7493806,Lenses on Her Heart,2018,121,6,0,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,6.7,C
tt7493808,"What a Wonderful Family! 3: My Wife, My Life",2018,123,10,1250000,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.9,C
tt7493810,"LOUDER! Can't Hear What You're Singin', Wimp!",2018,106,7,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.8,E
tt7493818,Sunny: Our Hearts Beat Together,2018,118,8,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.7,C
tt7493824,American Gunslingers,2017,80,3,700,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,E
tt7493854,Everything Is Terrible! Presents: The Great Satan,2018,72,5,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7.0,B
tt7494084,Umudun Kiyisinda,2017,105,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.7,D
tt7494128,The Ancient Woods,2017,85,10,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.8,B
tt7494136,Method of Murder,2017,60,3,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.5,B
tt7494152,Korkacak Bi'sey Yok,2017,96,2,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.9,E
tt7494166,Geri döndü,2017,0,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.9,E
tt7494416,Closing Gambit: 1978 Korchnoi versus Karpov and the Kremlin,2018,85,3,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.9,C
tt7494506,Victoria,2020,71,9,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.2,B
tt7495440,Wonderful Losers: A Different World,2017,71,10,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.6,B
tt7496048,Lambo,2017,101,3,48,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,E
tt7496196,Hugo,2017,80,4,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.9,B
tt7496534,Ex-Dominatrix: A True Story,2017,89,6,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.6,D
tt7496972,Operasjon Mørkemann,2018,82,6,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.6,D
tt7497068,2557,2017,111,3,0,0,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,6.0,C
tt7497366,The Burial of Kojo,2018,80,6,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6.4,C
tt7497376,The Deminer,2017,83,14,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.0,A
tt7497890,The Next Guardian,2017,75,6,146000,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.7,B
tt7498026,Unmasked,2018,120,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.1,B
tt7498092,Ellipse,2019,76,6,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,E
tt7499084,Scientism Exposed 2,2017,120,1,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.1,A
tt7499102,Alan and the Fullness of Time,2019,82,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.3,C
tt7499368,Fragments of Truth,2018,75,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.9,A
tt7500618,Party Hard Die Young,2018,90,14,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.0,D
tt7501144,Keluarga Tak Kasat Mata,2017,110,1,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.9,E
tt7501424,Ghost of the Golden Groves,2019,98,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.1,B
tt7501966,Stars by the Pound,2018,88,13,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.3,C
tt7502152,Purple,2017,0,2,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.0,A
tt7502214,Seven Sundays,2017,128,8,0,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.6,B
tt7502234,Little Tickles,2018,103,18,0,0,11,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.2,B
tt7502256,Kaip susigrazinti ja per 7 dienas,2017,124,3,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.1,D
tt7502322,Masquerade Hotel,2019,133,11,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,6.3,C
tt7502828,Good and Prosperous,2017,104,6,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.9,E
tt7503072,Crypto Rush,2020,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,7.4,B
tt7503708,Anatolian Trip,2018,114,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.3,C
tt7504214,AA BB KK,2018,121,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.7,A
tt7504268,Berenice,2017,90,5,0,0,6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,5.7,D
tt7504360,The Last Library,2017,85,3,200000,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.1,C
tt7504384,Red Til I'm Dead: Sammy Hagar's Rock-N-Roll Birthday Bash,2017,90,2,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.3,A
tt7504492,Scantraxx: 15 Years of Hardstyle,2017,0,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.2,A
tt7504496,13 Graves,2019,83,7,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.6,E
tt7504662,Pigeon Tango,2017,109,3,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.0,E
tt7504716,ChäoS;Child: Silent Sky,2017,50,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,C
tt7504726,The Call of the Wild,2020,100,57,109000000,0,2,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6.7,C
tt7504818,Ron's Gone Wrong,2021,107,58,0,0,10,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7.0,B
tt7504864,The Mask,2017,139,4,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5.5,D
tt7505152,Thiruttu Payale 2,2017,147,8,0,0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,6.6,C
tt7505170,Fragmentary,2019,90,7,1000000,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,5.4,D
tt7505208,Once Again,2017,98,5,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.8,E
tt7505230,Lucky Fat Man,2017,90,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.4,E
tt7506740,Fork Lane,2017,92,6,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.5,C
tt7506768,Young Blooded Vine,2019,86,12,0,0,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.9,E
tt7507100,Written by Mrs Bach: Broken Silence,2018,83,2,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7.4,B
tt7507268,As Good as It Gets?,2018,97,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.0,A
tt7507312,Thanks for Vaselina,2019,90,2,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.1,D
tt7507466,Singled [Out],2017,81,4,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.7,C
tt7507532,Invierno en Europa,2017,70,2,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.5,B
tt7507548,The Divide (I),2017,78,5,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.1,B
tt7507924,Alpha Code,2020,97,9,0,0,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.3,E
tt7508054,Upon the Shadow,2017,80,8,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7.7,B
tt7508234,The Deposit,2019,90,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.4,C
tt7508630,Kee,2019,138,7,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5.2,D
tt7508932,The Rest of Us,2019,98,3,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,E
tt7508988,"Ma'ohi Nui, in the Heart of the Ocean My Country Lies",2018,113,9,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.9,B
tt7509020,Arise,2018,130,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.2,C
tt7509218,Rabot,2017,93,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.6,B
tt7509538,Impossible Horror,2017,76,4,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.8,E
tt7509560,Too Soon: Comedy After 9/11,2021,90,4,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.8,C
tt7509586,Explosion,2017,106,9,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5.8,D
tt7509680,Spievankovo a kralovna Harmonia,2017,70,2,0,1,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.5,C
tt7509696,Dream Songs,2017,70,2,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.9,D
tt7510038,What Comes Around,2018,80,5,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.8,B
tt7510166,Entanglement,2021,95,7,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.5,D
tt7510224,Royal Shakespeare Company: Macbeth,2018,156,7,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.9,C
tt7510244,RSC Live: Romeo and Juliet,2018,147,4,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.3,C
tt7510256,Royal Shakespeare Company: The Merry Wives of Windsor,2018,170,7,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.6,C
tt7510284,Cat on a Hot Tin Roof,2018,185,8,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.5,B
tt7510346,The Turning,2020,94,43,14000000,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,3.9,E
